ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,53000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,14200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,118200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,118200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,105200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,105200,0,2
"Yes, by paying a cell phone company or Internet service provider",French,73700,1,3
"Yes, by paying a cell phone company or Internet service provider",French,73700,1,3
"Yes, by paying a cell phone company or Internet service provider",French,73700,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,33000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,371000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,371000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,371000,1,3
"Yes, without paying a cell phone company or Internet service provider",English only household,35000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,77300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,77300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,77300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,77300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,179200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,179200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,211000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,211000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,200200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,200200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,54500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,54500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,54500,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,110000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,110000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,110000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,44220,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44220,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,34700,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,39000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,64500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,64500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,64500,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,44900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40380,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40380,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,19600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,24000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,0,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,0,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,0,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,16900,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,16900,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,16900,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,96000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,96000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,96000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,35030,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,35030,0,2
"Yes, by paying a cell phone company or Internet service provider",French,67100,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,103800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,103800,0,2
"No access to the Internet at this house, apartment, or mobile home",Greek,9100,0,1
"No access to the Internet at this house, apartment, or mobile home",French,23300,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,25000,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,25000,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,25000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,96300,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,96300,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,96300,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,96300,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,96300,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,109000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,109000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,109000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,63500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,63500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,57800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,57800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,110200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,11800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,124000,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,9500,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,105400,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,105400,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,105400,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,105400,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,105400,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,28600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,21000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,73000,2,6
"No access to the Internet at this house, apartment, or mobile home",English only household,19000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,44400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,379000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,379000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,379000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,379000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,97000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,97000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,97000,1,3
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,12420,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,12420,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,4800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,1,3
"Yes, by paying a cell phone company or Internet service provider",German,722000,3,5
"Yes, by paying a cell phone company or Internet service provider",German,722000,3,5
"Yes, by paying a cell phone company or Internet service provider",German,722000,3,5
"Yes, by paying a cell phone company or Internet service provider",German,722000,3,5
"Yes, by paying a cell phone company or Internet service provider",German,722000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,85800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,80100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,186000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,141800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,141800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75800,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,13200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,32900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,38900,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38900,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38900,0,3
"No access to the Internet at this house, apartment, or mobile home",English only household,21700,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,18400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,18400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,18400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,18400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,3600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,58100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58100,0,2
"Yes, by paying a cell phone company or Internet service provider",Urdu,356000,1,3
"Yes, by paying a cell phone company or Internet service provider",Urdu,356000,1,3
"Yes, by paying a cell phone company or Internet service provider",Urdu,356000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,0,1
"Yes, without paying a cell phone company or Internet service provider",English only household,4580,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,4580,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,4700,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,12200,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,38880,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,38880,0,2
"Yes, by paying a cell phone company or Internet service provider",Cantonese,98000,0,2
"Yes, by paying a cell phone company or Internet service provider",Cantonese,98000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,0,3
"Yes, by paying a cell phone company or Internet service provider",French,99570,3,5
"Yes, by paying a cell phone company or Internet service provider",French,99570,3,5
"Yes, by paying a cell phone company or Internet service provider",French,99570,3,5
"Yes, by paying a cell phone company or Internet service provider",French,99570,3,5
"Yes, by paying a cell phone company or Internet service provider",French,99570,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,30900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,30900,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,11300,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,8900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,119300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,119300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,17000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,17000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,104000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,334800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,334800,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38070,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38070,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59500,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,23100,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,23100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,85600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85600,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,6400,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,46600,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,46600,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,46600,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,157000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,157000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61200,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61200,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,61200,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,24900,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,24900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,145000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,145000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,1,4
"Yes, by paying a cell phone company or Internet service provider",French,12900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,33000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,516000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,516000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67400,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,9000,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,31600,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,62200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,0,3
"Yes, by paying a cell phone company or Internet service provider",Russian,83000,0,2
"Yes, by paying a cell phone company or Internet service provider",Russian,83000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,10200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,92100,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,92100,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,92100,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,92100,0,4
"Yes, by paying a cell phone company or Internet service provider",French,128000,0,3
"Yes, by paying a cell phone company or Internet service provider",French,128000,0,3
"Yes, by paying a cell phone company or Internet service provider",French,128000,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,135000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,21000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,79300,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,58500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58500,0,2
"Yes, by paying a cell phone company or Internet service provider",French,61900,0,2
"Yes, by paying a cell phone company or Internet service provider",French,61900,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,132700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,132700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,132700,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,132700,1,4
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,125110,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,125110,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,125110,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,125110,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22490,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22490,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,74000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,52230,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,64000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,77200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,28360,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,30000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,128740,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,128740,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,128740,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,128740,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,13200,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,25400,0,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,25400,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,11800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,5600,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,193000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,193000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,193000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,193000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,193000,3,5
"Yes, by paying a cell phone company or Internet service provider",English only household,67950,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,67950,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,58700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,99500,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,99500,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,99500,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,34100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12900,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,111000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,830,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,12600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,12600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,50630,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,50630,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,120300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,120300,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,20800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,210160,0,7
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,48000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,48000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70300,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70300,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,21020,0,1
"No access to the Internet at this house, apartment, or mobile home",English only household,16200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,245000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,245000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,245000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,245000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,245000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,76180,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,76180,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,108200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108200,0,3
"Yes, by paying a cell phone company or Internet service provider",English only household,66300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66300,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,16700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,16700,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,17000,0,1
